identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The land of Oz: a play in three acts"", which has the following provision information: ""New York city: S. French, [c1928]"". It is further related to the work ""Marvelous land of Oz"".","7001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919$tMarvelous land of Oz.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The land of Oz: a play in three acts,dramatized by Elizabeth Fuller Goodspeed from the story by L. Frank Baum,"New York city: S. French, [c1928]",,,Marvelous land of Oz,1285113,1285113#Agent700-21,Literature and Narrative Arts,False,0.999777615070343,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""Babes in birdland: a nature fairy tale"", which has the following provision information: ""Chicago: The Reilly & Britton co, [1917? c1911]"". This work is about: ""Hill, Edgar Mead--Autograph; Hill, Edgar Mead--Bookplate"". Its form or genre is: ""Fiction"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,Babes in birdland: a nature fairy tale,by L. Frank Baum ; with illustrations by Maginel Wright Enright,"Chicago: The Reilly & Britton co, [1917? c1911]","Hill, Edgar Mead--Autograph; Hill, Edgar Mead--Bookplate",Fiction,,1179350,1179350#Agent100-13,Literature and Narrative Arts,False,0.9999943971633911,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The life and adventures of Santa Claus"", which has the following provision information: ""Indianapolis: The Bowen-Merrill Company, c 1902"". This work is about: ""Santa Claus--Juvenile fiction; Farrow, Dorothy--Autograph"". Its form or genre is: ""Fiction; Juvenile literature"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The life and adventures of Santa Claus,by L. Frank Baum ; with many pictures by Mary Cowles Clark,"Indianapolis: The Bowen-Merrill Company, c 1902","Santa Claus--Juvenile fiction; Farrow, Dorothy--Autograph",Fiction; Juvenile literature,,1179407,1179407#Agent100-13,Literature and Narrative Arts,False,0.9999701976776123,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The fate of a crown"", which has the following provision information: ""Chicago: The Reilly & Britton Co, 1905"". This work is about: ""Brazil--Fiction; Revolution--Fiction; Haverly, P. L., Mrs--Autograph; Ross, Joan Ann--Autograph"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The fate of a crown,by Schuyler Staunton,"Chicago: The Reilly & Britton Co, 1905","Brazil--Fiction; Revolution--Fiction; Haverly, P. L., Mrs--Autograph; Ross, Joan Ann--Autograph",,,1196777,1196777#Agent100-12,Literature and Narrative Arts,False,0.9999967813491821,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""Aunt Jane's nieces at Millville"", which has the following provision information: ""Chicago: The Reilly & Lee Co, [1919? c1908]"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,Aunt Jane's nieces at Millville,by Edith Van Dyne ...,"Chicago: The Reilly & Lee Co, [1919? c1908]",,,,1196762,1196762#Agent100-13,Literature and Narrative Arts,False,0.9999839067459106,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""Aunt Jane's nieces at Millville"", which has the following provision information: ""Chicago: The Reilly & Lee Co, [1919? c1908]"". It is further related to the work ""Aunt Jane series"".","8001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.$tAunt Jane series.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,Aunt Jane's nieces at Millville,by Edith Van Dyne ...,"Chicago: The Reilly & Lee Co, [1919? c1908]",,,Aunt Jane series,1196762,1196762#Agent800-17,Literature and Narrative Arts,False,0.9999897480010986,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""By the candelabra's glare: some verse"", which has the following provision information: ""Chicago: Privately printed by L. Frank Baum in his own workshop, 1898"". This work is about: ""Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to J.W. Neal; Neal, Joseph Ward--Presentation inscription from L.F. Baum; Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to E.F. Parmelee; Parmelee, Edwin F.--Presentation inscription from L.F. Baum"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,By the candelabra's glare: some verse,by L. Frank Baum,"Chicago: Privately printed by L. Frank Baum in his own workshop, 1898","Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to J.W. Neal; Neal, Joseph Ward--Presentation inscription from L.F. Baum; Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to E.F. Parmelee; Parmelee, Edwin F.--Presentation inscription from L.F. Baum",,,1179357,1179357#Agent100-13,Literature and Narrative Arts,False,0.9999788999557495,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Associated person"" in relation to the work ""By the candelabra's glare: some verse"", which has the following provision information: ""Chicago: Privately printed by L. Frank Baum in his own workshop, 1898"". This work is about: ""Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to J.W. Neal; Neal, Joseph Ward--Presentation inscription from L.F. Baum; Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to E.F. Parmelee; Parmelee, Edwin F.--Presentation inscription from L.F. Baum"".","69214$aBaum, L. Frank$q(Lyman Frank),$d1856-1919","Baum, L. Frank (Lyman Frank), 1856-1919",Associated person,By the candelabra's glare: some verse,by L. Frank Baum,"Chicago: Privately printed by L. Frank Baum in his own workshop, 1898","Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to J.W. Neal; Neal, Joseph Ward--Presentation inscription from L.F. Baum; Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to E.F. Parmelee; Parmelee, Edwin F.--Presentation inscription from L.F. Baum",,,1179357,1179357#Agent692-21,Literature and Narrative Arts,False,0.9999791383743286,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Associated person"" in relation to the work ""By the candelabra's glare: some verse"", which has the following provision information: ""Chicago: Privately printed by L. Frank Baum in his own workshop, 1898"". This work is about: ""Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to J.W. Neal; Neal, Joseph Ward--Presentation inscription from L.F. Baum; Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to E.F. Parmelee; Parmelee, Edwin F.--Presentation inscription from L.F. Baum"".","69214$aBaum, L. Frank$q(Lyman Frank),$d1856-1919","Baum, L. Frank (Lyman Frank), 1856-1919",Associated person,By the candelabra's glare: some verse,by L. Frank Baum,"Chicago: Privately printed by L. Frank Baum in his own workshop, 1898","Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to J.W. Neal; Neal, Joseph Ward--Presentation inscription from L.F. Baum; Baum, L. Frank (Lyman Frank), 1856-1919--Presentation inscription to E.F. Parmelee; Parmelee, Edwin F.--Presentation inscription from L.F. Baum",,,1179357,1179357#Agent692-23,Literature and Narrative Arts,False,0.9999791383743286,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The boy fortune hunters in Yucatan"", which has the following provision information: ""Chicago: The Reilly & Britton Co, [c1910]"". This work is about: ""Cooper, Alan--Autograph"".","1001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The boy fortune hunters in Yucatan,by Floyd Akers ...,"Chicago: The Reilly & Britton Co, [c1910]","Cooper, Alan--Autograph",,,1196771,1196771#Agent100-13,Literature and Narrative Arts,False,0.9999980926513672,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The boy fortune hunters in Yucatan"", which has the following provision information: ""Chicago: The Reilly & Britton Co, [c1910]"". This work is about: ""Cooper, Alan--Autograph"". It is further related to the work ""Boy fortune hunters series"".","8001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.$tBoy fortune hunters series.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The boy fortune hunters in Yucatan,by Floyd Akers ...,"Chicago: The Reilly & Britton Co, [c1910]","Cooper, Alan--Autograph",,Boy fortune hunters series,1196771,1196771#Agent800-20,Literature and Narrative Arts,False,0.9999980926513672,"Arts, Culture, and Creative Expression"
602.0,"""Baum, L. Frank (Lyman Frank), 1856-1919"" had the role of ""Contributor"" in relation to the work ""The boy fortune hunters in Yucatan"", which has the following provision information: ""Chicago: The Reilly & Britton Co, [c1910]"". This work is about: ""Cooper, Alan--Autograph"". It is further related to the work ""Boy fortune hunters series"".","7001 $aBaum, L. Frank$q(Lyman Frank),$d1856-1919.$tBoy fortune hunters series.","Baum, L. Frank (Lyman Frank), 1856-1919",Contributor,The boy fortune hunters in Yucatan,by Floyd Akers ...,"Chicago: The Reilly & Britton Co, [c1910]","Cooper, Alan--Autograph",,Boy fortune hunters series,1196771,1196771#Agent700-21,Literature and Narrative Arts,False,0.9999988079071045,"Arts, Culture, and Creative Expression"
605.7,"""Owen, Robert"" had the role of ""Author"" in relation to the work ""Hypermnestra, or, Love in tears: a tragedy"", which has the following provision information: ""London: Printed for Bernard Lintott at the Middle Temple Gate in Fleetstreet, 1703"". This work is about: ""Clopton, J. B.--Bookplate"". Its form or genre is: ""Drama; Tragedies (Drama); Booksellers' advertisements; Booksellers' labels"".","1001 $aOwen, Robert,$eauthor.","Owen, Robert",Author,"Hypermnestra, or, Love in tears: a tragedy","written by Robert Owen, Esq","London: Printed for Bernard Lintott at the Middle Temple Gate in Fleetstreet, 1703","Clopton, J. B.--Bookplate",Drama; Tragedies (Drama); Booksellers' advertisements; Booksellers' labels,,1338544,1338544#Agent100-12,Literature and Narrative Arts,False,0.9998162388801575,"Arts, Culture, and Creative Expression"
605.0,"""Owen, Robert, 1771-1858"" had the role of ""Contributor"" in relation to the work ""A discourse on a new system of society: as delivered in the hall of representatives of the United States, in presence of the President ... on the 7th of March, 1825 ..."", which has the following provision information: ""Washington: 1825"". This work is about: ""Communism"".","1001 $aOwen, Robert,$d1771-1858.","Owen, Robert, 1771-1858",Contributor,"A discourse on a new system of society: as delivered in the hall of representatives of the United States, in presence of the President ... on the 7th of March, 1825 ...",,Washington: 1825,Communism,,,1338549,1338549#Agent100-13,"Social Reform, Advocacy, and Activism",False,0.967231273651123,"Society, Governance, and Public Life"
